longitude,latitude
139.77301819997163,35.698596199995855
139.70027919998827,35.69080268999529
139.71095560001336,35.72986463999633
139.70132600000446,35.65852172999738
139.76608159999486,35.68137871999773
139.74042889999726,35.63014572999966
139.77462169999617,35.69901542000154
139.6969019999973,35.531326930000155
139.77627436421506,35.71342851406966
139.75813269999512,35.666692049999355
139.74756899999923,35.645731810000136
139.72083810000143,35.77806243999892
139.56082959999918,35.7027062999992
139.54439570000127,35.6518891099992
139.80514529999618,35.74964693999951
139.7567420999987,35.655618140000506
139.72855280000078,35.619699170000196
139.6657991000005,35.705828550000135
139.57990410000147,35.70320181999986
139.73800051230415,35.628081642469624
139.70203040000092,35.6581963100003
139.70389720000077,35.71290243999909
139.765222000001,35.699583000000636
139.77096320000098,35.727771239999555
139.71605030000177,35.56247781999992
139.72791909999864,35.588434199999696
139.65965149999852,35.57572975999957
139.73871229999725,35.6282272300006
139.5075917000029,35.60375362999936
139.73479867397853,35.60711013726939
139.7450316000022,35.70230879000063
139.6992517000025,35.68971830000009
139.66914919999863,35.847680539999516
139.75462290799877,35.702071670800784
139.81394290000023,35.696432019999605
139.7942661999989,35.629866679999616
139.77087740000138,35.69167016999953
139.7106624975652,35.73030868855396
139.79161349999865,35.634409859999494
139.7110963000011,35.729025429999645
139.70994830000123,35.64687830999988
139.64986150000095,35.705375519999734
139.76327294595762,35.67492066760249
139.48025469999996,35.70025262999956
139.7884082999993,35.55137977000026
139.71594089663353,35.56234247368963
139.82692479999972,35.64592361999992
139.56971169999966,35.62081442000009
139.66883910000092,35.607538079999635
139.72343980000002,35.6264503999995
139.69892760084096,35.658710766161164
139.70252390000107,35.670676300000174
139.64681450000063,35.55319972999994
139.69978809999915,35.690345689999965
139.7775077999989,35.71369516000022
139.71245880000052,35.66511534999998
139.70326419999887,35.65890023000003
139.66725830000206,35.673744240000445
139.7043585999989,35.81565557000037
139.70003056112066,35.689418902350766
139.4804664999987,35.67219503000011
139.71551660000083,35.6336773900002
139.81330989999844,35.71048066000002
139.7175871999996,35.80191700000032
139.6674728000008,35.66158508000042
139.77162840000008,35.698327100000185
139.76539490000022,35.67751800000032
139.7007430000002,35.53275444999973
139.77251349999938,35.6984948200003
139.77422210000003,35.69867778999993
139.761028300001,35.73792608000036
139.6504026999992,35.66836141000019
139.7237301999995,35.56068371000019
139.77547999999842,35.69807224999979
139.66324570000097,35.574909490000145
139.68562070000053,35.607430379999784
139.7667038,35.73211724999979
139.69995979999842,35.69589617000017
139.7306657000007,35.68600612000033
139.73959338736458,35.73346368762489
139.7787951999999,35.627525230000145
139.65728579999998,35.85873960000018
139.54583881991397,35.75135182916815
139.738331300001,35.628508019999686
139.78006119999932,35.67983620000041
139.79252819999968,35.69610527999984
139.771883200001,35.700738359999754
139.77166060000127,35.70300578999967
139.7842439091114,35.54911252726641
139.61022380000063,35.59974085000028
139.7580671000013,35.69596586999981
139.64709924315392,35.84571289419964
139.5987385999994,35.640042700000315
139.586924340516,35.81476167971881
139.70402599999954,35.71294599999976
139.73212469999999,35.663188849999756
139.63486790000022,35.53694082999977
139.58718360000046,35.815446770000186
139.76331349999967,35.67505157000013
139.62661739999913,35.6114994700001
139.79656219999907,35.70895611999963
139.70020649999944,35.65948428000009
139.77242647149973,35.69986106511018
139.77587160000087,35.6955607100003
139.5448208000011,35.702195530000196
139.85826369999998,35.7167875899999
139.61290534129267,35.78826623748738
139.7037041000003,35.71295470999981
139.77461639999876,35.707357499999894
139.73813299999935,35.75243322999996
139.70206260000077,35.68417611000027
139.75170490000107,35.69550406999993
139.67971440000065,35.66898975000003
139.77127430000064,35.72810220999976
139.71116069999914,35.730227329999785
139.6112001000001,35.59902114999984
139.69909069999997,35.644315019999794
139.88343090000077,35.63626717000025
139.73547220000006,35.69129548999991
139.69895119999998,35.688602919999965
139.70485210000103,35.69085980000033
139.73704400000085,35.677012520000055
139.5064436999988,35.701341710000165
139.7717517999995,35.70042687999977
139.65452309999878,35.73787382999989
139.74682330000118,35.73651527999984
139.73211679999986,35.66331537000028
139.73145959999968,35.66287516999969
139.55341200000063,35.56866645999984
139.7636139000004,35.686912389999776
139.7178554999993,35.67054556000025
139.7292405420583,35.66056111561754
139.61998699999884,35.7046219200001
139.69576480000046,35.53294217000016
139.71662851641798,35.74085468596988
139.76289510000046,35.675439399999966
139.77396730000075,35.700104510000045
139.63183700000064,35.66761258999991
139.69790520000035,35.689809789999856
139.78602650000005,35.682058469999916
139.60113909999941,35.66822490999997
139.77303389999975,35.698335810000074
139.7412496618759,35.671605371812674
139.71137789999938,35.73027306000024
139.81069700000063,35.710036000000244
139.76577579999932,35.67226694000005
139.7102272999989,35.64655244999995
139.77045359999985,35.69950769000012
139.7309606999994,35.66578652000003
139.56456180000012,35.61718626000022
139.77115900000075,35.700339749999884
139.77178390000057,35.70048787000019
139.79626719999956,35.65486405999999
139.64807510000023,35.697769469999926
139.55351109999955,35.568403720000106
139.86690039999957,35.75086594999995
139.7015476000008,35.689944859999876
139.678587900001,35.743795430000176
139.7710598,35.698984919999944
139.78127089999964,35.70710485999989
139.7349947999998,35.57907349000012
139.71773210000038,35.792209810000024
139.7859755000002,35.697466150000054
139.70105679999983,35.66188145999998
139.69675179999965,35.53153648000006
139.5698129000005,35.56292403000024
139.770543400001,35.700371340000096
139.6964245999995,35.529567589999864
139.5584410000004,35.577422640000044
139.77101680000013,35.69889343999982
139.7179841999999,35.80212584000019
139.77086406729313,35.700841237556325
139.75144740000056,35.70734444
139.77182115323131,35.69980836281375
139.80903979999934,35.7103499900002
139.7321677,35.5726166000002
139.76599839999915,35.69807878000014
139.77292659999978,35.69836194999998
139.65947449999985,35.5766809200001
139.7756194999998,35.62520986999997
139.85629269999959,35.74588638000017
139.7634637000004,35.67567471999989
139.69905849999964,35.64425398999994
139.70339049999959,35.648365230000046
139.73654510000034,35.67232359000002
139.65965689999987,35.575734119999936
139.51322969999933,35.72614904999985
139.7719180999995,35.70074924999987
139.6105992999994,35.59995457999986
139.75363400000043,35.72439899999996
139.70004089999978,35.70129378999992
139.67172149999988,35.55137976999987
139.82742370000034,35.64615030999995
139.88167410000008,35.73294462000008
139.75673140000026,35.655517880000026
